"일차","레벨","경험치(%)","당일 처치","사냥터","전투력","보유 골드","총 스타포스","장착 부위 수","장비 평균 레벨","보스 클리어 수","탑 최고 층","레드 잔량","블랙 잔량","에픽 이상 부위","레전더리 부위","새로 잡은 보스"
"21","127","51","5532","태양 무덤","15948","1470226","108","9","109","20","6","1841","0","9","2","태양 수호자"
"22","129","70.4","5539","태양 무덤","16021","1640628","108","9","109","20","6","1926","0","9","3",""
"23","131","82.3","5531","태양 무덤","15813","1813386","108","9","109","20","6","2021","0","9","3",""
"24","133","84.5","5444","태양 무덤","16080","2020078","108","9","109","20","6","2126","0","9","3",""
"25","135","83.8","5489","구름 계단","15576","2135768","108","9","111","21","6","2221","0","9","3","사막왕 라칸"
"26","137","79.5","5531","구름 계단","16007","2317062","108","9","111","21","6","2313","0","9","3",""
"27","139","70","5534","빛의 회랑","17374","2345415","108","9","113","21","6","2387","0","9","3",""
"28","141","56.2","5515","빛의 회랑","18460","2382987","108","9","116","22","6","2467","0","9","3","타락한 사제"
"29","143","37.5","5530","빛의 회랑","18005","2561657","108","9","116","22","6","2551","0","9","4",""
"30","145","13.3","5491","별빛 제단","18649","2742555","108","9","116","22","6","2640","0","9","4",""
"31","146","83.4","5425","빛의 회랑","18545","2970130","108","9","116","22","6","2748","0","9","4",""
"32","148","49.5","5438","빛의 회랑","17653","3144752","108","9","116","22","6","2826","0","9","5",""
"33","150","12.5","5449","빛의 회랑","17766","3323283","108","9","116","22","6","2901","0","9","5",""
"34","151","72","5453","빛의 회랑","18779","3494890","108","9","116","22","6","2966","0","9","5",""
"35","153","27.9","5437","빛의 회랑","18793","3688793","108","9","116","22","6","3026","0","9","7",""
"36","154","81.3","5456","빛의 회랑","18901","3857957","108","9","116","22","6","3094","0","9","8",""
"37","156","32.2","5456","별빛 제단","19427","4038877","108","9","116","22","6","3220","0","9","9",""
"38","157","81","5455","뒤틀린 시계","26449","4293815","108","9","116","24","6","3430","0","9","9","천공 심판자 / 성역의 주인"
"39","159","30","5532","뒤틀린 시계","26650","4511587","108","9","116","24","6","3622","0","9","9",""
"40","160","76","5518","뒤틀린 시계","28986","3356619","135","9","122","25","6","3716","0","9","8","시계 거인"
"41","162","19.5","5524","뒤틀린 시계","28540","3095897","135","9","122","25","6","3847","0","9","9",""
"42","163","60.4","5519","뒤틀린 시계","28861","3013138","135","9","127","25","6","3931","0","9","8",""
"43","164","99.3","5522","뒤틀린 시계","28647","2989344","135","9","127","25","6","4015","0","9","8",""
"44","166","35.2","5501","뒤틀린 시계","28692","2919302","135","9","127","26","6","4079","0","9","8","균열의 군주"
"45","167","74.1","5480","영원의 틈","30073","3040237","135","9","127","26","7","4236","0","9","9",""
"46","169","12.1","5515","영원의 틈","32202","3327353","135","9","127","26","8","4431","0","9","9",""
"47","170","43.3","5529","영원의 틈","32635","3535291","135","9","127","26","8","4603","0","9","9",""
"48","171","72.4","5519","영원의 틈","32660","3755509","135","9","127","26","8","4784","0","9","9",""
"49","172","99.2","5490","영원의 틈","32690","3667792","135","9","127","27","8","4939","0","9","9","시간왕 크로노스"
"50","174","24.6","5519","영원의 틈","32744","3885510","135","9","127","27","8","5084","0","9","9",""
"51","175","48.2","5518","영원의 틈","33104","3885455","135","9","133","27","8","5176","0","9","8",""
"52","176","69.6","5485","영원의 틈","33132","3970660","135","9","133","27","8","5291","0","9","8",""
"53","177","90.1","5515","영원의 틈","33155","4213676","135","9","133","27","8","5431","0","9","9",""
"54","179","9","5514","영원의 틈","33207","4117734","135","9","133","27","8","5582","0","9","9",""
"55","180","25.9","5498","영원의 틈","33235","4047647","135","9","133","28","8","5723","0","9","9","심연 기사"
"56","181","41.4","5501","영원의 틈","35752","4284074","135","9","133","28","8","5868","0","9","9",""
"57","182","55.6","5502","영원의 틈","35783","4524027","135","9","133","28","8","6028","0","9","9",""
"58","183","68.6","5502","영원의 틈","36661","4748151","135","9","133","28","8","6215","0","9","9",""
"59","184","79.9","5482","영원의 틈","36692","4786919","135","9","133","28","8","6410","0","9","9",""
"60","185","90.2","5501","영원의 틈","36846","5009441","135","9","133","28","8","6557","0","9","9",""
"61","186","99.2","5494","영원의 틈","36878","5237909","135","9","133","29","8","6703","0","9","9","공허 포식자"
"62","188","6.8","5496","검은 성문","37023","5455421","135","9","133","29","8","6849","0","9","9",""
"63","189","18.3","5493","검은 성문","37090","5766063","135","9","133","29","9","7047","0","9","9",""
"64","190","23.7","5497","검은 성문","37121","5985597","135","9","133","29","9","7220","0","9","9",""
"65","191","28","5496","검은 성문","37147","6209109","135","9","133","29","9","7387","0","9","9",""
"66","192","30.7","5470","검은 성문","37178","6490549","135","9","133","29","9","7587","0","9","9",""
"67","193","32.5","5473","검은 성문","37205","6719755","135","9","133","29","9","7764","0","9","9",""
"68","194","33.7","5496","검은 성문","37236","6958167","135","9","133","29","9","7952","0","9","9",""
"69","195","33.8","5497","검은 성문","37262","7180201","135","9","133","29","9","8121","0","9","9",""
"70","196","32.7","5496","검은 성문","37294","7419213","135","9","133","29","9","8287","0","9","9",""
"71","197","29.8","5496","검은 성문","37320","7643225","135","9","133","29","9","8456","0","9","9",""
"72","198","25.1","5497","검은 성문","37351","7862259","135","9","133","29","9","8630","0","9","9",""
"73","199","18.5","5473","검은 성문","37378","8143265","135","9","133","29","9","8826","0","9","9",""
"74","200","0","5463","공허의 길","43569","8757","176","9","133","30","9","9012","0","9","9","멸신왕 벨제리온"
"75","200","0","5484","공허의 길","43569","9830","176","9","133","30","9","9168","0","9","9",""
"76","200","0","5484","공허의 길","43569","46633","176","9","133","30","9","9315","0","9","9",""
"77","200","0","5482","공허의 길","43928","35627","176","9","133","30","9","9482","0","9","9",""
"78","200","0","5484","공허의 길","44795","90369","177","9","133","30","9","9657","0","9","9",""
"79","200","0","5489","공허의 길","44795","30800","177","9","133","30","9","9829","0","9","9",""
"80","200","0","5462","공허의 길","45750","61310","178","9","133","30","9","10037","0","9","9",""
"81","200","0","5489","공허의 길","45750","69365","178","9","133","30","9","10241","0","9","9",""
"82","200","0","5492","공허의 길","45750","45589","178","9","133","30","9","10412","0","9","9",""
"83","200","0","5493","공허의 길","45903","6974","179","9","133","30","9","10581","0","9","9",""
"84","200","0","5494","공허의 길","46096","59084","180","9","133","30","9","10750","0","9","9",""
"85","200","0","5494","공허의 길","46096","305546","180","9","133","30","9","10919","0","9","9",""
"86","200","0","5494","공허의 길","46096","545508","180","9","133","30","9","11088","0","9","9",""
"87","200","0","5465","공허의 길","46096","888003","180","9","133","30","9","11307","0","9","9",""
"88","200","0","5491","공허의 길","46096","1157796","180","9","133","30","9","11508","0","9","9",""
"89","200","0","5496","공허의 길","46096","1404304","180","9","133","30","9","11679","0","9","9",""
"90","200","0","5493","공허의 길","46096","1642243","180","9","133","30","9","11853","0","9","9",""
"91","200","0","5494","공허의 길","46096","1908705","180","9","133","30","9","12025","0","9","9",""
"92","200","0","5494","공허의 길","46096","2148667","180","9","133","30","9","12198","0","9","9",""
"93","200","0","5494","공허의 길","46096","2395129","180","9","133","30","9","12371","0","9","9",""
"94","200","0","5467","공허의 길","46890","2356735","180","9","133","30","9","12559","0","9","9",""
"95","200","0","5493","공허의 길","47160","2616574","180","9","133","30","9","12725","0","9","9",""
"96","200","0","5493","공허의 길","47160","2866013","180","9","133","30","9","12859","0","9","9",""
"97","200","0","5492","공허의 길","47160","3105929","180","9","133","30","9","13018","0","9","9",""
"98","200","0","5492","공허의 길","47160","3370345","180","9","133","30","9","13181","0","9","9",""
"99","200","0","5493","공허의 길","47160","3612284","180","9","133","30","9","13357","0","9","9",""
"100","200","0","5494","공허의 길","47160","3856746","180","9","133","30","9","13534","0","9","9",""
"101","200","0","5469","공허의 길","48174","4192833","180","9","133","30","9","13745","0","9","9",""
"102","200","0","5498","공허의 길","48174","4466287","180","9","133","30","9","13938","0","9","9",""
"103","200","0","5500","공허의 길","48174","4709387","180","9","133","30","9","14120","0","9","9",""
"104","200","0","5500","공허의 길","48174","4591388","180","9","133","30","9","14279","0","9","9",""
"105","200","0","5500","공허의 길","48174","4849488","180","9","133","30","9","14455","0","9","9",""
"106","200","0","5502","공허의 길","48903","5098134","180","9","133","30","9","14630","0","9","9",""
"107","200","0","5505","공허의 길","48903","5336349","180","9","133","30","9","14802","0","9","9",""
"108","200","0","5468","공허의 길","48903","5664413","180","9","133","30","9","15019","0","9","9",""
"109","200","0","5501","공허의 길","48903","5674215","180","9","133","30","9","15189","0","9","9",""
"110","200","0","5505","공허의 길","48903","5919430","180","9","133","30","9","15329","0","9","9",""
"111","200","0","5505","공허의 길","48903","6164145","180","9","133","30","9","15505","0","9","9",""
"112","200","0","5503","공허의 길","48903","6424314","180","9","133","30","9","15675","0","9","9",""
"113","200","0","5505","공허의 길","48903","6671029","180","9","133","30","9","15844","0","9","9",""
"114","200","0","5504","공허의 길","48903","6911221","180","9","133","30","9","16014","0","9","9",""
"115","200","0","5469","공허의 길","48903","7251808","180","9","133","30","9","16232","0","9","9",""
"116","200","0","5502","공허의 길","48903","7521854","180","9","133","30","9","16419","0","9","9",""
"117","200","0","5504","공허의 길","48903","7768546","180","9","133","30","9","16590","0","9","9",""
"118","200","0","5504","공허의 길","48903","8006738","180","9","133","30","9","16760","0","9","9",""
"119","200","0","5506","공허의 길","48903","8273476","180","9","133","30","9","16935","0","9","9",""
"120","200","0","5505","공허의 길","48903","8513691","180","9","133","30","9","17111","0","9","9",""
"121","200","0","5503","공허의 길","48903","8760360","180","9","133","30","9","17284","0","9","9",""
"122","200","0","5468","공허의 길","49173","9096924","180","9","133","30","9","17510","0","9","9",""
"123","200","0","5500","공허의 길","49173","9358924","180","9","133","30","9","17705","0","9","9",""
"124","200","0","5502","공허의 길","49173","9608570","180","9","133","30","9","17884","0","9","9",""
"125","200","0","5502","공허의 길","49173","9848716","180","9","133","30","9","18045","0","9","9",""
"126","200","0","5504","공허의 길","49173","10113408","180","9","133","30","9","18214","0","9","9",""
"127","200","0","5503","공허의 길","49173","10355577","180","9","133","30","9","18389","0","9","9",""
"128","200","0","5502","공허의 길","49173","10600223","180","9","133","30","9","18559","0","9","9",""
"129","200","0","5467","공허의 길","49990","10934264","180","9","133","30","9","18779","0","9","9",""
"130","200","0","5502","공허의 길","49990","11207810","180","9","133","30","9","18971","0","9","9",""
"131","200","0","5504","공허의 길","49990","11451002","180","9","133","30","9","19148","0","9","9",""
"132","200","0","5504","공허의 길","49990","11351486","180","9","133","30","9","19293","0","9","9",""
"133","200","0","5504","공허의 길","49990","11609678","180","9","133","30","9","19445","0","9","9",""
"134","200","0","5505","공허의 길","49990","11858393","180","9","133","30","9","19586","0","9","9",""
"135","200","0","5504","공허의 길","49990","12096585","180","9","133","30","9","19753","0","9","9",""
"136","200","0","5468","공허의 길","49990","12424649","180","9","133","30","9","19968","0","9","9",""
"137","200","0","5503","공허의 길","49990","12701718","180","9","133","30","9","20159","0","9","9",""
"138","200","0","5504","공허의 길","49990","12946910","180","9","133","30","9","20337","0","9","9",""
"139","200","0","5506","공허의 길","51119","13191648","180","9","133","30","9","20508","0","9","9",""
"140","200","0","5506","공허의 길","51119","13451886","180","9","133","30","9","20665","0","9","9",""
"141","200","0","5508","공허의 길","51119","13698670","180","9","133","30","9","20829","0","9","9",""
"142","200","0","5507","공허의 길","51119","13938931","180","9","133","30","9","20996","0","9","9",""
"143","200","0","5474","공허의 길","51119","14281633","180","9","133","30","9","21220","0","9","9",""
"144","200","0","5504","공허의 길","51119","14551725","180","9","133","30","9","21421","0","9","9",""
"145","200","0","5506","공허의 길","51119","14798463","180","9","133","30","9","21601","0","9","9",""
"146","200","0","5509","공허의 길","51119","15036770","180","9","133","30","9","21774","0","9","9",""
"147","200","0","5507","공허의 길","51119","15303531","180","9","133","30","9","21954","0","9","9",""
"148","200","0","5507","공허의 길","51119","15543792","180","9","133","30","9","22131","0","9","9",""
"149","200","0","5507","공허의 길","51119","15790553","180","9","133","30","9","22308","0","9","9",""
"150","200","0","5473","공허의 길","51119","16127232","180","9","133","30","9","22519","0","9","9",""
"151","200","0","5505","공허의 길","51119","16389347","180","9","133","30","9","22716","0","9","9",""
"152","200","0","5506","공허의 길","51119","16639085","180","9","133","30","9","22893","0","9","9",""
"153","200","0","5507","공허의 길","51119","16879346","180","9","133","30","9","23066","0","9","9",""
"154","200","0","5507","공허의 길","51119","17144107","180","9","133","30","9","23237","0","9","9",""
"155","200","0","5509","공허의 길","51119","17386414","180","9","133","30","9","23407","0","9","9",""
"156","200","0","5506","공허의 길","51119","17631152","180","9","133","30","9","23581","0","9","9",""
"157","200","0","5472","공허의 길","51119","17967308","180","9","133","30","9","23801","0","9","9",""
"158","200","0","5505","공허의 길","51119","18238923","180","9","133","30","9","23995","0","9","9",""
"159","200","0","5506","공허의 길","51480","18482161","180","9","133","30","9","24167","0","9","9",""
"160","200","0","5507","공허의 길","52254","18728922","180","9","133","30","9","24338","0","9","9",""
"161","200","0","5506","공허의 길","52749","18987160","180","9","133","30","9","24518","0","9","9",""
"162","200","0","5507","공허의 길","52749","19235921","180","9","133","30","9","24683","0","9","9",""
"163","200","0","5509","공허의 길","52749","19474228","180","9","133","30","9","24851","0","9","9",""
"164","200","0","5471","공허의 길","52749","19802361","180","9","133","30","9","25073","0","9","9",""
"165","200","0","5505","공허의 길","52749","20079476","180","9","133","30","9","25266","0","9","9",""
"166","200","0","5508","공허의 길","52749","20324760","180","9","133","30","9","25443","0","9","9",""
"167","200","0","5507","공허의 길","52749","20569521","180","9","133","30","9","25610","0","9","9",""
"168","200","0","5507","공허의 길","52749","20829782","180","9","133","30","9","25775","0","9","9",""
"169","200","0","5507","공허의 길","52749","21076543","180","9","133","30","9","25940","0","9","9",""
"170","200","0","5507","공허의 길","52749","21316804","180","9","133","30","9","26117","0","9","9",""
"171","200","0","5473","공허의 길","52749","21657483","180","9","133","30","9","26341","0","9","9",""
"172","200","0","5506","공허의 길","52749","21927621","180","9","133","30","9","26531","0","9","9",""
"173","200","0","5507","공허의 길","53037","22174382","180","9","133","30","9","26712","0","9","9",""
"174","200","0","5507","공허의 길","53037","22412643","180","9","133","30","9","26884","0","9","9",""
"175","200","0","5509","공허의 길","53037","22679450","180","9","133","30","9","27061","0","9","9",""
"176","200","0","5509","공허의 길","53037","22919757","180","9","133","30","9","27230","0","9","9",""
"177","200","0","5509","공허의 길","53037","23166564","180","9","133","30","9","27399","0","9","9",""
"178","200","0","5474","공허의 길","53037","23503266","180","9","133","30","9","27615","0","9","9",""
"179","200","0","5504","공허의 길","53037","23765358","180","9","133","30","9","27819","0","9","9",""
"180","200","0","5508","공허의 길","53037","24015142","180","9","133","30","9","27986","0","9","9",""
"181","200","0","5509","공허의 길","53037","24255449","180","9","133","30","9","28157","0","9","9",""
"182","200","0","5508","공허의 길","53037","24520233","180","9","133","30","9","28327","0","9","9",""
"183","200","0","5510","공허의 길","53037","24762563","180","9","133","30","9","28501","0","9","9",""
"184","200","0","5507","공허의 길","53037","25007324","180","9","133","30","9","28674","0","9","9",""
"185","200","0","5474","공허의 길","53037","25343526","180","9","133","30","9","28901","0","9","9",""
"186","200","0","5505","공허의 길","53037","25617141","180","9","133","30","9","29095","0","9","9",""
"187","200","0","5507","공허의 길","53037","25860402","180","9","133","30","9","29264","0","9","9",""
"188","200","0","5509","공허의 길","53037","26107209","180","9","133","30","9","29437","0","9","9",""
"189","200","0","5509","공허의 길","53037","26365516","180","9","133","30","9","29609","0","9","9",""
"190","200","0","5507","공허의 길","53037","26614277","180","9","133","30","9","29773","0","9","9",""
"191","200","0","5506","공허의 길","53037","26852515","180","9","133","30","9","29934","0","9","9",""
"192","200","0","5474","공허의 길","53037","27180717","180","9","133","30","9","30147","0","9","9",""
"193","200","0","5507","공허의 길","53037","27457878","180","9","133","30","9","30338","0","9","9",""
"194","200","0","5509","공허의 길","53037","27703185","180","9","133","30","9","30511","0","9","9",""
"195","200","0","5509","공허의 길","53037","27947992","180","9","133","30","9","30675","0","9","9",""
"196","200","0","5508","공허의 길","53037","28208276","180","9","133","30","9","30845","0","9","9",""
"197","200","0","5507","공허의 길","53037","28455037","180","9","133","30","9","31023","0","9","9",""
"198","200","0","5509","공허의 길","53037","28695344","180","9","133","30","9","31186","0","9","9",""
"199","200","0","5475","공허의 길","53037","29038069","180","9","133","30","9","31406","0","9","9",""
"200","200","0","5506","공허의 길","53037","29308207","180","9","133","30","9","31609","0","9","9",""
"201","200","0","5506","공허의 길","53037","29554945","180","9","133","30","9","31796","0","9","9",""
"202","200","0","5510","공허의 길","53632","29793275","180","9","133","30","9","31968","0","9","9",""
"203","200","0","5514","공허의 길","53632","30060197","180","9","133","30","9","32146","0","9","9",""
"204","200","0","5512","공허의 길","53632","30300573","180","9","133","30","9","32323","0","9","9",""
"205","200","0","5513","공허의 길","53632","30547472","180","9","133","30","9","32498","0","9","9",""
"206","200","0","5480","공허의 길","53632","30542418","180","9","133","30","9","32683","0","9","9",""
"207","200","0","5509","공허의 길","53902","30802625","180","9","133","30","9","32842","0","9","9",""
"208","200","0","5511","공허의 길","53902","31052478","180","9","133","30","9","33018","0","9","9",""
"209","200","0","5509","공허의 길","53902","31292785","180","9","133","30","9","33189","0","9","9",""
"210","200","0","5509","공허의 길","53902","31557592","180","9","133","30","9","33358","0","9","9",""
"211","200","0","5512","공허의 길","53902","31799968","180","9","133","30","9","33531","0","9","9",""
"212","200","0","5510","공허의 길","54445","32044798","180","9","133","30","9","33702","0","9","9",""
"213","200","0","5482","공허의 길","54689","31957710","180","9","133","30","9","33894","0","9","9",""
"214","200","0","5515","공허의 길","54689","32231555","180","9","133","30","9","34063","0","9","9",""
"215","200","0","5515","공허의 길","54689","32475000","180","9","133","30","9","34233","0","9","9",""
"216","200","0","5518","공허의 길","54689","32722014","180","9","133","30","9","34406","0","9","9",""
"217","200","0","5518","공허의 길","54689","32607917","180","9","133","30","9","34549","0","9","9",""
"218","200","0","5517","공허의 길","54689","32856908","180","9","133","30","9","34693","0","9","9",""
"219","200","0","5516","공허의 길","54960","33095376","180","9","133","30","9","34829","0","9","9",""
"220","200","0","5482","공허의 길","54960","33423762","180","9","133","30","9","35061","0","9","9",""
"221","200","0","5512","공허의 길","54960","33456515","180","9","133","30","9","35227","0","9","9",""
"222","200","0","5513","공허의 길","54960","33701914","180","9","133","30","9","35393","0","9","9",""
"223","200","0","5515","공허의 길","54960","33946859","180","9","133","30","9","35562","0","9","9",""
"224","200","0","5516","공허의 길","54960","34207327","180","9","133","30","9","35727","0","9","9",""
"225","200","0","5513","공허의 길","54960","34454226","180","9","133","30","9","35894","0","9","9",""
"226","200","0","5515","공허의 길","54960","34694671","180","9","133","30","9","36062","0","9","9",""
"227","200","0","5483","공허의 길","54960","35037580","180","9","133","30","9","36270","0","9","9",""
"228","200","0","5511","공허의 길","54960","35307833","180","9","133","30","9","36475","0","9","9",""
"229","200","0","5514","공허의 길","54960","35554755","180","9","133","30","9","36648","0","9","9",""
"230","200","0","5516","공허의 길","54960","35793223","180","9","133","30","9","36814","0","9","9",""
"231","200","0","5516","공허의 길","55475","36060191","180","9","133","30","9","36987","0","9","9",""
"232","200","0","5518","공허의 길","55475","36300705","180","9","133","30","9","37155","0","9","9",""
"233","200","0","5519","공허의 길","55565","36261958","180","9","133","30","9","37316","0","9","9",""
"234","200","0","5488","공허의 길","55565","36598982","180","9","133","30","9","37537","0","9","9",""
"235","200","0","5517","공허의 길","55565","36861373","180","9","133","30","9","37736","0","9","9",""
"236","200","0","5517","공허의 길","55565","37111364","180","9","133","30","9","37918","0","9","9",""
"237","200","0","5518","공허의 길","55565","37351878","180","9","133","30","9","38087","0","9","9",""
"238","200","0","5519","공허의 길","55565","37616915","180","9","133","30","9","38254","0","9","9",""
"239","200","0","5517","공허의 길","55565","37859406","180","9","133","30","9","38420","0","9","9",""
"240","200","0","5518","공허의 길","55565","38104420","180","9","133","30","9","38583","0","9","9",""
"241","200","0","5486","공허의 길","55565","38438898","180","9","133","30","9","38801","0","9","9",""
"242","200","0","5516","공허의 길","55565","38712766","180","9","133","30","9","38992","0","9","9",""
"243","200","0","5518","공허의 길","55565","38956280","180","9","133","30","9","39186","0","9","9",""
"244","200","0","5518","공허의 길","55878","39203294","180","9","133","30","9","39358","0","9","9",""
"245","200","0","5518","공허의 길","55878","39461808","180","9","133","30","9","39516","0","9","9",""
"246","200","0","5521","공허의 길","55878","39710891","180","9","133","30","9","39685","0","9","9",""
"247","200","0","5520","공허의 길","55878","39949451","180","9","133","30","9","39856","0","9","9",""
"248","200","0","5490","공허의 길","57046","40278021","180","9","133","30","9","40067","0","9","9",""
"249","200","0","5520","공허의 길","57046","40555481","180","9","133","30","9","40251","0","9","9",""
"250","200","0","5523","공허의 길","57046","40801110","180","9","133","30","9","40425","0","9","9",""
"251","200","0","5523","공허의 길","57046","41046239","180","9","133","30","9","40598","0","9","9",""
"252","200","0","5523","공허의 길","57046","41306868","180","9","133","30","9","40777","0","9","9",""
"253","200","0","5524","공허의 길","57046","41554020","180","9","133","30","9","40947","0","9","9",""
"254","200","0","5524","공허의 길","57046","41794672","180","9","133","30","9","41117","0","9","9",""
"255","200","0","5492","공허의 길","57046","42137788","180","9","133","30","9","41337","0","9","9",""
"256","200","0","5519","공허의 길","57316","42408225","180","9","133","30","9","41550","0","9","9",""
"257","200","0","5522","공허의 길","57316","42655331","180","9","133","30","9","41727","0","9","9",""
"258","200","0","5520","공허의 길","57316","42893891","180","9","133","30","9","41900","0","9","9",""
"259","200","0","5521","공허의 길","57316","43160974","180","9","133","30","9","42078","0","9","9",""
"260","200","0","5522","공허의 길","57316","43401580","180","9","133","30","9","42249","0","9","9",""
"261","200","0","5522","공허의 길","57316","43648686","180","9","133","30","9","42426","0","9","9",""
"262","200","0","5492","공허의 길","57316","43985802","180","9","133","30","9","42648","0","9","9",""
"263","200","0","5519","공허의 길","57316","44248239","180","9","133","30","9","42839","0","9","9",""
"264","200","0","5521","공허의 길","57316","44498322","180","9","133","30","9","43013","0","9","9",""
"265","200","0","5523","공허의 길","57316","44738951","180","9","133","30","9","43188","0","9","9",""
"266","200","0","5522","공허의 길","57316","45004057","180","9","133","30","9","43363","0","9","9",""
"267","200","0","5521","공허의 길","57316","45246640","180","9","133","30","9","43530","0","9","9",""
"268","200","0","5524","공허의 길","57316","45491792","180","9","133","30","9","43697","0","9","9",""
"269","200","0","5491","공허의 길","57316","45828385","180","9","133","30","9","43916","0","9","9",""
"270","200","0","5520","공허의 길","57316","46102345","180","9","133","30","9","44109","0","9","9",""
"271","200","0","5521","공허의 길","57316","46345928","180","9","133","30","9","44284","0","9","9",""
"272","200","0","5521","공허의 길","57316","46593011","180","9","133","30","9","44452","0","9","9",""
"273","200","0","5523","공허의 길","57316","46851640","180","9","133","30","9","44617","0","9","9",""
"274","200","0","5522","공허의 길","57316","47100746","180","9","133","30","9","44778","0","9","9",""
"275","200","0","5519","공허의 길","57316","47339283","180","9","133","30","9","44949","0","9","9",""
"276","200","0","5491","공허의 길","57316","47667876","180","9","133","30","9","45169","0","9","9",""
"277","200","0","5517","공허의 길","57316","47945267","180","9","133","30","9","45370","0","9","9",""
"278","200","0","5520","공허의 길","57316","48190827","180","9","133","30","9","45548","0","9","9",""
"279","200","0","5522","공허의 길","57316","48435933","180","9","133","30","9","45722","0","9","9",""
"280","200","0","5522","공허의 길","57316","48696539","180","9","133","30","9","45895","0","9","9",""
"281","200","0","5521","공허의 길","57316","48943622","180","9","133","30","9","46072","0","9","9",""
"282","200","0","5522","공허의 길","57316","49184228","180","9","133","30","9","46247","0","9","9",""
"283","200","0","5493","공허의 길","57316","49527367","180","9","133","30","9","46458","0","9","9",""
"284","200","0","5518","공허의 길","57316","49797781","180","9","133","30","9","46649","0","9","9",""
"285","200","0","5522","공허의 길","57316","50044887","180","9","133","30","9","46822","0","9","9",""
"286","200","0","5521","공허의 길","57316","50283470","180","9","133","30","9","46994","0","9","9",""
"287","200","0","5522","공허의 길","57316","50550576","180","9","133","30","9","47163","0","9","9",""
"288","200","0","5521","공허의 길","57316","50791159","180","9","133","30","9","47328","0","9","9",""
"289","200","0","5521","공허의 길","57316","51038242","180","9","133","30","9","47498","0","9","9",""
"290","200","0","5492","공허의 길","57316","51375358","180","9","133","30","9","47711","0","9","9",""
"291","200","0","5519","공허의 길","57316","51637795","180","9","133","30","9","47899","0","9","9",""
"292","200","0","5521","공허의 길","57316","51887878","180","9","133","30","9","48070","0","9","9",""
"293","200","0","5523","공허의 길","57316","52128507","180","9","133","30","9","48236","0","9","9",""
"294","200","0","5520","공허의 길","57316","52393567","180","9","133","30","9","48405","0","9","9",""
"295","200","0","5522","공허의 길","57316","52636173","180","9","133","30","9","48571","0","9","9",""
"296","200","0","5520","공허의 길","57316","52881233","180","9","133","30","9","48741","0","9","9",""
"297","200","0","5491","공허의 길","57316","53217826","180","9","133","30","9","48959","0","9","9",""
"298","200","0","5521","공허의 길","57316","53491809","180","9","133","30","9","49154","0","9","9",""
"299","200","0","5521","공허의 길","57608","53735392","180","9","133","30","9","49329","0","9","9",""
"300","200","0","5522","공허의 길","57900","53982498","180","9","133","30","9","49494","0","9","9",""
"301","200","0","5521","공허의 길","57900","54241081","180","9","133","30","9","49659","0","9","9",""
"302","200","0","5522","공허의 길","57900","54490187","180","9","133","30","9","49834","0","9","9",""
"303","200","0","5522","공허의 길","57900","54728793","180","9","133","30","9","50015","0","9","9",""
